,Unnamed: 0,budget,homepage,imdb_id,popularity,revenue,runtime,status,vote_average,Horror,Foreign,Documentary,Romance,Animation,Adventure,Science Fiction,Mystery,Fantasy,Thriller,Drama,War,Western,Action,Music,History,Family,Comedy,Crime,Unnamed: 28,Tiếng Việt,ภาษาไทย,ਪੰਜਾਬੀ,Slovenčina,Français,Português,广州话 / 廣州話,қазақ,Polski,shqip,עִבְרִית,Română,No Language,日本語,Íslenska,Bosanski,普通话,suomi,?????,Latin,한국어/조선말,Srpski,తెలుగు,ελληνικά,Magyar,Afrikaans,বাংলা,svenska,Dansk,Norsk,தமிழ்,Bahasa indonesia,Pусский,فارسی,български език,English,Český,Український,العربية,Deutsch,Català,हिन्दी,Nederlands,Bamanankan,Esperanto,Español,Italiano,اردو,Somali,Türkçe,pt,hi,te,ar,th,ta,tr,cn,kn,it,is,pl,sv,fa,he,ur,nl,no,fr,ro,zh,en,es,ja,fi,ru,xx,ko,da,ml,de,mr,hu,release_year,Big_six_bool,poster_num_persons,poster_num_objects,poster_anger,poster_anticipation,poster_joy,poster_trust,poster_fear,poster_surprise,poster_sadness,poster_disgust
479,481,50000000,0,tt1723642,10.409049000000001,48600000.0,105.0,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0.0,1,0,0.0,0.18836405529953917,0.11415816326530612,0.0,0.6974777814351546,0.0,0.0,0.0
480,482,7000000,0,tt2752758,10.591125,36433975.0,89.0,1,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,0,0,0.23385667779288746,0.06867350723204352,0.5196975316273128,0.0,0.09061688713067129,0.0,0.0,0.08715539621708493
481,483,0,0,tt1540741,12.90146,18642.0,116.0,1,5.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.0,0.19122439946887698,0.34084416368245285,0.0,0.45690661087192697,0.01102482597674325,0.0,0.0
482,484,2000000,1,tt1464191,3.8805410000000014,48390.0,91.0,1,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,2,0,0.0,0.20026237035215022,0.15264625097363999,0.0,0.14184397163120566,0.0,0.0,0.5052474070430042
483,485,3500000,1,tt3060952,8.138622,5155325.0,79.0,1,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,0,1,0.07545782649378426,0.36949160094461525,0.3427572071469946,0.0,0.1923316847123825,0.0,0.0,0.01996168070222341
484,486,7700000,1,tt2178470,4.262544,46000000.0,159.0,1,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.0983753078573131,0.24487566536903155,0.443115913243823,0.0,0.15988718519107015,0.0,0.0,0.05374592833876221
485,487,12516654,0,tt1816518,7.2257789999999975,8109160.0,78.0,1,7.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0.0,0,0,0.0,0.26369240496324986,0.5362167075001976,0.037738085829447564,0.0,0.11432071445506994,0.0,0.04803208725203509
486,488,65000000,1,tt1418377,9.415817,71154592.0,92.0,1,5.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,1,0,0.0,0.0,0.0,0.0,0.595903165735568,0.2532997728528455,0.15079706141158655,0.0
487,489,5000000,0,tt1609479,7.3922940000000015,75143.0,91.0,1,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,3,0,0.05925894683565659,0.14605959636432653,0.5537442797190999,0.0,0.03831797380796727,0.138024842362766,0.0,0.06459436091018368
488,490,0,1,tt2316411,12.66992,3396726.0,91.0,1,6.7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.0,0.09167818748323464,0.5982914800982193,0.0,0.3100303324185461,0.0,0.0,0.0
489,491,0,0,tt2309224,4.552786,33232.0,110.0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.0,0.09548279644148353,0.4353089328512816,0.0,0.46920827070723486,0.0,0.0,0.0
490,492,18000000,0,tt1967545,6.108646,20275812.0,111.0,1,6.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,2,0,0.0,0.4095234180727101,0.3458969563698391,0.0,0.06866150146940957,0.1387821369119793,0.0,0.03713598717606198
491,493,33000000,0,tt1981107,6.8395350000000015,9494789.0,105.0,1,6.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.0,0.3065486549649446,0.21301775147928995,0.0,0.09333200735915667,0.22365869424692955,0.1634428919496793,0.0
492,494,0,0,tt2425486,3.534494,2107925.0,105.0,1,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.1564781387886081,0.1405736060970718,0.039610910549538705,0.0,0.6585439229843563,0.0047934215804251905,0.0,0.0
493,495,70000000,1,tt2177771,11.132411,154984035.0,118.0,1,5.8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,3,0,0.15968239064317935,0.04706986997611806,0.028882856034781898,0.0,0.7451572737849809,0.0,0.0,0.019207609560939764
494,496,60000000,1,tt1490017,16.418132999999994,469160692.0,100.0,1,7.5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,0,0,0.0,0.23139752361561589,0.07680106063117025,0.0,0.19560122161983,0.3209593030138024,0.17524089111958144,0.0
495,497,120000000,1,tt1234721,10.246549,242688965.0,102.0,1,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,1,0,0.08097642377305207,0.0,0.025779812588250395,0.0,0.32630182705061833,0.4025501690128792,0.16439176757520002,0.0
496,498,0,0,tt2172985,8.436614,64065.0,90.0,1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,3,0,0.0,0.018664067101281503,0.058896403257580374,0.0,0.8933365827900648,0.029102946851073334,0.0,0.0
497,499,0,1,tt2382009,9.594157000000001,2227167.0,123.0,1,6.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,0.0,1,0,0.0,0.1107107891129822,0.4568631290385745,0.0,0.4324260818484434,0.0,0.0,0.0
498,500,35000000,0,tt1742334,6.9665050000000015,17508518.0,110.0,1,5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,2,0,0.051764989357857116,0.09752620376691698,0.1717802497891651,0.0,0.6789285570860608,0.0,0.0,0.0
499,501,0,0,tt1856053,3.232942,17000000.0,79.0,1,5.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,0.0,0,2,0.047809265400462264,0.2395739121696312,0.11908350919505577,0.0,0.2938900613003719,0.22367098784041806,0.0,0.0759722640940609
500,502,0,1,tt0458413,10.46897,7176347.0,96.0,1,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,3,0,0.0,0.23590308370044052,0.29389267120544654,0.0,0.46351621946335597,0.0,0.0,0.006688025630756908
501,503,0,0,tt2406252,6.012005,342183.0,96.0,1,7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,0,0,0.0,0.1360070086634868,0.0,0.0,0.8639929913365133,0.0,0.0,0.0
502,504,8500000,1,tt2333804,10.990614,770706.0,107.0,1,5.9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,0,0,0.10542187211520708,0.03206351160071389,0.021498758897983465,0.0,0.8410158573860955,0.0,0.0,0.0
503,505,20000000,0,tt2318092,8.757277,34077920.0,103.0,1,6.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,1,0,0.0,0.5758191913662314,0.028349104559318057,0.0,0.38746383045280364,0.008367873621646985,0.0,0.0
504,506,60000000,1,tt1837709,7.363527,30800231.0,118.0,1,6.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,1,0,0.0,0.0,0.0,0.0,0.5861611876988335,0.24977567501427522,0.16406313728689126,0.0
505,507,0,0,tt1937133,5.160049,25109572.0,96.0,1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0.0,2,0,0.0,0.17472434266327397,0.18856301057988484,0.0,0.5849738850944154,0.05173876166242579,0.0,0.0
506,508,4000000,0,tt2382396,13.784410999999999,2365467.0,118.0,1,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,2,0,0.022854383776606445,0.10274413551683902,0.42429485373999115,0.0,0.4412143403210879,0.0,0.0,0.008892286645475395
507,509,0,0,tt2511428,11.823936999999999,16971.0,90.0,1,5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.01576284904896803,0.0,0.017624443545123433,0.0,0.7838526912181304,0.1827600161877782,0.0,0.0
508,510,0,0,tt1815717,2.815898,4793.0,90.0,1,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,1,0,0.0,0.7166484227286298,0.23351577271370286,0.0,0.016877301224002387,0.0,0.0,0.03295850333366504
509,511,12500000,0,tt1826590,9.543004,49002684.0,100.0,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,6,0,0.04884691032485357,0.08833509845029935,0.0,0.0,0.34886636263427495,0.13089242872889964,0.3830591998616725,0.0
510,512,30000000,0,tt2278388,14.442048000000002,174600318.0,99.0,1,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,0,0,0.0,0.5823766088769984,0.0,0.0,0.3666238334983464,0.0,0.0,0.05099955762465505
511,513,8000000,0,tt1800246,8.060402999999999,26049082.0,94.0,1,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,3,0,0.0,0.11084486853084016,0.0,0.0,0.6195845189448236,0.13106266447016537,0.13850794805417085,0.0
512,514,165000000,1,tt0816692,32.213481,675120017.0,169.0,1,8.1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,1,0,0.0,0.00262053474671448,0.0,0.0,0.3248280889799618,0.6704234232459165,0.0021279530274072467,0.0
513,515,28000000,0,tt2172934,17.861119,52597999.0,113.0,1,6.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,1,0,0.0,0.018834963153350336,0.3901728880946166,0.0,0.45352502961787916,0.08758860263850124,0.0,0.0498785164956527
514,516,50000000,0,tt2024469,19.650229,222809600.0,106.0,1,6.8,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,0,1,0.0,0.043174669742084296,0.07414552317047599,0.0,0.7901237156636611,0.09255609142377857,0.0,0.0
515,517,0,1,tt1999987,6.437916,15000.0,98.0,1,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0.0,2,0,0.0,0.19460349831359325,0.0181190681622088,0.0,0.787277433524198,0.0,0.0,0.0
516,518,110000000,1,tt1253863,12.904677000000001,337580051.0,102.0,1,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1.0,1,0,0.05634260198903999,0.2746092957174751,0.2623097219403288,0.0,0.40673838035315607,0.0,0.0,0.0
517,519,0,0,tt2212008,10.896238,56574.0,108.0,1,5.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,2,0,0.0,0.21510644158501555,0.020284893558414986,0.0,0.7646086648565695,0.0,0.0,0.0
518,520,0,0,tt2910274,6.480574,3123963.0,83.0,1,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,1,0,0.0,0.7165903866465094,0.10497649470872078,0.0,0.12425704641000684,0.0,0.015677097355395863,0.03849897487936712
519,521,145000000,0,tt0864835,9.493838,272912430.0,92.0,1,6.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,2,0,0.15223583790175213,0.08663871869289476,0.06809631301730625,0.0,0.22903901967107385,0.29667849080941633,0.1673116199075567,0.0
520,522,13300000,0,tt1441395,6.707974,5380251.0,108.0,1,6.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,1,0,0.006089794618691291,0.023483521732208246,0.0,0.0,0.9264647349148225,0.007741601655787295,0.036220347078490686,0.0
521,523,66000000,0,tt2369135,18.271383,203277636.0,130.0,1,6.1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,1,0,0.0,0.26123794354481905,0.0779355809220423,0.0,0.6608264755331386,0.0,0.0,0.0
