,imdb_id,poster_num_persons,poster_num_objects,poster_anger,poster_anticipation,poster_joy,poster_trust,poster_fear,poster_surprise,poster_sadness,poster_disgust
0,tt0249516,1,0,0.0,0.21932894675439824,0.031616034345979746,0.0,0.126230808717159,0.4751504969900602,0.1476737131924028,0.0
1,tt0315642,0,0,0.0,0.07178054862842893,0.0669925187032419,0.0,0.8390623441396509,0.022164588528678305,0.0,0.0
2,tt0337692,0,0,0.0,0.22290552209258244,0.1366623141400952,0.0,0.266164020049703,0.09565730171433384,0.27861084200328545,0.0
3,tt0359950,1,0,0.0,0.05824647455548743,0.26830165542611895,0.0,0.217310443490701,0.45614142652769263,0.0,0.0
4,tt0365907,1,0,0.005983724269985639,0.0,0.4414592308919738,0.0,0.4477421413754587,0.07860619116004468,0.0,0.026208712302537098
5,tt0369610,0,1,0.0,0.0,0.0,0.0,0.7769627159745378,0.22303728402546227,0.0,0.0
6,tt0383010,1,0,0.06890573761931616,0.13967040541387304,0.15362282515612924,0.0,0.6378010318106815,0.0,0.0,0.0
7,tt0401729,0,1,0.0,0.3569461022862914,0.06957579652924432,0.0,0.40471490221283635,0.03789826462216509,0.13086493434946286,0.0
8,tt0420293,2,0,0.0,0.12015043547110055,0.17589073634204275,0.0,0.7039588281868566,0.0,0.0,0.0
9,tt0431021,1,1,0.0,0.03589128697042366,0.0,0.0,0.7114908073541167,0.2526179056754596,0.0,0.0
10,tt0435651,1,0,0.0,0.1959826158403425,0.0,0.0,0.6092672273995113,0.19475015676014618,0.0,0.0
11,tt0443272,1,0,0.0,0.042643798856609495,0.38846108972115273,0.0,0.5644810018278692,0.0,0.0,0.0044141095943686075
12,tt0443465,2,0,0.0,0.4605634354674399,0.050525037222788186,0.0,0.48891152730977194,0.0,0.0,0.0
13,tt0451279,1,0,0.0,0.1846139743795403,0.09340697114833742,0.0,0.40064624057565823,0.22384673556843962,0.09748607832802439,0.0
14,tt0453562,1,0,0.0,0.09217894283428713,0.3966320021332021,0.0,0.19356757532869773,0.041515393924476444,0.045884355834512745,0.23022172994482393
15,tt0454876,0,0,0.0,0.8318501635120404,0.10781884847884253,0.0,0.060330988009117036,0.0,0.0,0.0
16,tt0455323,2,1,0.0,0.1781897890218285,0.2579002648643712,0.0,0.519339665722897,0.04457028039090328,0.0,0.0
17,tt0455944,1,0,0.020694651108152558,0.04499177695982458,0.008497141514605686,0.0,0.9258164304174172,0.0,0.0,0.0
18,tt0458413,3,0,0.0,0.23590308370044052,0.29389267120544654,0.0,0.46351621946335597,0.0,0.0,0.006688025630756908
19,tt0458481,1,0,0.03382560205894969,0.08448230079457483,0.11530526788814674,0.0,0.7663868292583287,0.0,0.0,0.0
20,tt0462335,0,1,0.0,0.09715307034341887,0.05442784799353164,0.0,0.8056938593131623,0.04272522234988723,0.0,0.0
21,tt0469021,1,0,0.0,0.09932528183760232,0.028723111740942067,0.0,0.8526830093699105,0.019268597051545083,0.0,0.0
22,tt0470752,1,0,0.0,0.04085072732191539,0.03246415416311156,0.0,0.7065531808627973,0.22013193765217573,0.0,0.0
23,tt0475290,1,0,0.07770406925006068,0.09107272874362915,0.7912385729309926,0.0,0.02422943127578675,0.0,0.0,0.015755197799530784
24,tt0478970,2,0,0.052832603848377235,0.021203237261541004,0.0,0.0,0.394541250309687,0.31623172846642994,0.21519118011396482,0.0
25,tt0481499,0,0,0.0,0.4044988057429329,0.06921441507651119,0.0,0.17325914065985984,0.278380009974015,0.07464762854668101,0.0
26,tt0485985,0,1,0.029095121286454074,0.11583537748705369,0.12414826928318343,0.0,0.7309212319433087,0.0,0.0,0.0
27,tt0490215,1,0,0.0,0.016964574571336138,0.0,0.0,0.3031988029763831,0.6798366224522807,0.0,0.0
28,tt0493405,2,0,0.0,0.31815109007943215,0.3059405103937806,0.0,0.26730184214973807,0.06286969748183201,0.04573685989521717,0.0
29,tt0498381,0,0,0.0,0.0,0.003371793872300616,0.0,0.4832189911904576,0.2620838855539097,0.251325329383332,0.0
30,tt0763831,0,0,0.0,0.30321324245374875,0.1901979876663421,0.0,0.4248836957697717,0.0817050741101374,0.0,0.0
31,tt0765446,0,0,0.05890730796170908,0.4411627363997198,0.022577632500583703,0.0,0.12134018211533973,0.17779593742703714,0.17821620359561055,0.0
32,tt0770828,1,0,0.012250093910430318,0.0,0.019157727784965984,0.0,0.7971743394966401,0.08364288993697566,0.08777494887098794,0.0
33,tt0775440,2,0,0.0,0.11058848344231176,0.0,0.0,0.7417633410672855,0.07447795823665894,0.07317021725374394,0.0
34,tt0787474,0,0,0.0,0.2318977148608999,0.0852376159167327,0.0,0.5063714047073438,0.07692801918917182,0.09956524532585184,0.0
35,tt0787524,2,0,0.0,0.4993679918450561,0.0,0.0,0.4790214067278288,0.0,0.0,0.021610601427115187
36,tt0790628,0,0,0.07827255047416645,0.37680694508490886,0.06115043005794254,0.0,0.4837700743829821,0.0,0.0,0.0
37,tt0790636,1,0,0.0,0.1446780739501968,0.35268084759243773,0.0,0.12244814716619419,0.22872351273632044,0.1514694185548508,0.0
38,tt0790724,1,0,0.0203659442848822,0.07756733415011348,0.03723714073389704,0.0,0.8648295808311073,0.0,0.0,0.0
39,tt0790736,2,0,0.0,0.08848776080170856,0.044788072942336124,0.0,0.8531912272055199,0.013532939050435355,0.0,0.0
40,tt0790770,1,0,0.0,0.12928658289420347,0.06244426428860965,0.0,0.7997162545601946,0.008552898256992299,0.0,0.0
41,tt0795461,2,0,0.1282056965532528,0.10216114374376593,0.018729912445971407,0.0,0.5859913554250249,0.06033470021057298,0.10457719162141195,0.0
42,tt0803096,2,0,0.02570994747209455,0.2482353906762968,0.04895764937623112,0.0,0.6770970124753776,0.0,0.0,0.0
43,tt0810819,1,0,0.0,0.8620649426404822,0.0,0.0,0.1379350573595178,0.0,0.0,0.0
44,tt0816442,1,0,0.0,0.213768045164189,0.20935320661835086,0.0,0.57687874821746,0.0,0.0,0.0
45,tt0816692,1,0,0.0,0.00262053474671448,0.0,0.0,0.3248280889799618,0.6704234232459165,0.0021279530274072467,0.0
46,tt0816711,1,0,0.0,0.16553374627946263,0.0,0.0,0.8344662537205375,0.0,0.0,0.0
47,tt0829150,1,0,0.0,0.0,0.0,0.0,0.6524432619184719,0.13827611540218018,0.20928062267934794,0.0
48,tt0831387,0,0,0.0,0.3610963853056095,0.0,0.0,0.6389036146943905,0.0,0.0,0.0
49,tt0837562,2,0,0.0,0.1443938478695228,0.11049672412991961,0.0,0.40093397146972726,0.08598578132986384,0.2581896752009665,0.0
50,tt0848228,4,0,0.0,0.0,0.0,0.0,0.9327064542954007,0.06729354570459925,0.0,0.0
51,tt0848537,0,0,0.0,0.15553375759605723,0.06785013637016125,0.0,0.44829896167280736,0.2199148284606919,0.1084023159002823,0.0
52,tt0857190,2,0,0.0,0.013639808032331396,0.0,0.0,0.682285088827145,0.16774017007661868,0.136334933063905,0.0
